,Number of Medicare Beneficiaries-2012,Total Drug Medicare Payment Amount-2012,Total Medical Medicare Payment Amount-2012,Number of Medicare Beneficiaries-2013,Total Drug Medicare Payment Amount-2013,Total Medical Medicare Payment Amount-2013,Number of Medicare Beneficiaries-2014,Total Drug Medicare Payment Amount-2014,Total Medical Medicare Payment Amount-2014,Number of Medicare Beneficiaries-2015,Total Drug Medicare Payment Amount-2015,Total Medical Medicare Payment Amount-2015,Number of Medicare Beneficiaries-2016,Total Drug Medicare Payment Amount-2016,Total Medical Medicare Payment Amount-2016,Number of Medicare Beneficiaries-2017,Total Drug Medicare Payment Amount-2017,Total Medical Medicare Payment Amount-2017,Number of Medicare Beneficiaries-2018,Total Drug Medicare Payment Amount-2018,Total Medical Medicare Payment Amount-2018
1548345580,906.0,,,833.0,,,841.0,0.0,423125.0,879.0,0.0,390461.82,984.0,0.0,409615.19,978.0,0.0,384153.29,1068.0,0.0,416224.68
1548348444,23.0,0.0,4394.94,31.0,0.0,4229.86,,,,,,,,,,,,,,,
1548370794,1460.0,0.0,536727.36,1450.0,0.0,519107.01,1538.0,0.0,577825.19,1536.0,0.0,576015.44,1535.0,0.0,550728.61,1513.0,0.0,536385.94,1527.0,0.0,536707.05
1548380876,61.0,0.0,14884.89,52.0,0.0,17013.77,12.0,0.0,6496.07,30.0,0.0,8061.23,117.0,0.0,18627.96,58.0,0.0,7221.19,,,
1548433600,,,,,,,,,,,,,788.0,0.0,155981.0,714.0,0.0,168577.19,738.0,0.0,174957.8
1548446495,,,,,,,11.0,0.0,2185.28,59.0,0.0,12828.8,136.0,0.0,18756.16,367.0,0.0,77653.96,538.0,0.0,128206.95
1548497811,18.0,0.0,2837.98,19.0,0.0,2219.26,,,,,,,,,,,,,,,
1548503543,,,,,,,,,,,,,,,,,,,137.0,34666.14,19511.18
1548552243,,,,,,,,,,57.0,0.0,3936.23,256.0,0.0,35518.11,504.0,0.0,194681.73,596.0,0.0,243712.26
1548553431,,,,,,,,,,33.0,0.0,6470.37,,,,,,,,,
1558310003,895.0,0.0,309830.09,878.0,0.0,309844.58,953.0,0.0,308990.36,1013.0,0.0,293606.47,1028.0,0.0,280130.71,992.0,0.0,257888.68,1036.0,0.0,287771.1
1558323360,186.0,0.0,55323.68,194.0,0.0,45454.63,202.0,0.0,49403.54,157.0,0.0,39135.1,149.0,0.0,36253.0,129.0,0.0,39762.43,111.0,0.0,30814.67
1558324392,787.0,0.0,252135.95,996.0,0.0,296934.39,922.0,0.0,317037.64,861.0,0.0,257779.58,773.0,0.0,220110.47,696.0,0.0,225205.24,712.0,,
1558339747,984.0,901329.17,574661.91,1020.0,1179568.92,501703.47,1049.0,1247118.55,501499.31,995.0,1383434.17,530060.02,1084.0,1639505.02,509731.82,1055.0,1503836.62,493484.71,1188.0,653246.12,679199.97
1558353607,56.0,0.0,22717.55,45.0,0.0,24172.29,49.0,0.0,24786.94,59.0,0.0,30224.52,72.0,0.0,39444.21,61.0,0.0,24082.07,70.0,0.0,24280.21
1558354332,426.0,0.0,59028.13,403.0,0.0,49388.14,401.0,0.0,48401.78,374.0,0.0,44493.44,365.0,0.0,41052.17,349.0,0.0,42052.96,310.0,0.0,35450.22
1558372201,458.0,0.0,176330.94,420.0,0.0,127925.01,374.0,0.0,131958.78,374.0,0.0,127537.82,,,,,,,,,
1558381905,84.0,0.0,20437.44,89.0,0.0,23046.39,111.0,0.0,28572.75,105.0,0.0,19965.42,96.0,0.0,20072.96,106.0,0.0,20236.94,43.0,0.0,5576.31
1558391342,361.0,0.0,255159.68,361.0,0.0,221794.69,353.0,,,340.0,0.0,172303.48,307.0,,,267.0,0.0,116263.51,291.0,0.0,121907.28
1558414193,1649.0,0.0,541966.79,1704.0,0.0,567180.27,1765.0,0.0,587210.94,1726.0,0.0,541146.8,1761.0,0.0,559054.13,1744.0,0.0,542468.85,1331.0,0.0,332338.87
1558416313,99.0,,,152.0,47874.85,88450.37,,,,,,,,,,,,,,,
1558420661,217.0,0.0,96706.87,222.0,0.0,92380.08,213.0,0.0,79820.47,186.0,0.0,81051.99,156.0,0.0,58088.17,135.0,0.0,45393.16,120.0,0.0,43642.94
1558437152,285.0,0.0,22968.83,,,,,,,,,,,,,,,,,,
1558446401,710.0,,,757.0,,,584.0,,,569.0,18156.36,178546.75,700.0,10521.09,238211.05,593.0,,,649.0,4818.01,203828.07
1558449850,383.0,0.0,184718.3,384.0,0.0,189663.2,422.0,0.0,202941.94,400.0,0.0,196348.85,349.0,0.0,164170.49,404.0,0.0,159880.78,389.0,0.0,136932.71
1558450932,459.0,0.0,102369.18,475.0,0.0,88708.06,437.0,0.0,87336.35,451.0,0.0,78990.58,445.0,0.0,71998.53,443.0,0.0,69051.56,429.0,0.0,58583.34
1558458364,1664.0,0.0,912302.63,1735.0,0.0,978243.45,1735.0,0.0,1007038.4,1633.0,0.0,951971.33,1201.0,0.0,616945.59,742.0,0.0,354294.71,193.0,0.0,93569.43
1558459040,198.0,0.0,106463.33,228.0,0.0,106206.91,145.0,0.0,65482.06,100.0,0.0,39578.4,,,,,,,,,
1558476978,640.0,0.0,219176.72,629.0,0.0,211117.13,664.0,0.0,194885.55,744.0,0.0,231904.66,546.0,0.0,121595.84,446.0,0.0,86761.6,456.0,0.0,89525.52
1558522532,,,,,,,,,,,,,,,,25.0,0.0,3336.34,115.0,0.0,45896.17
1558525378,218.0,0.0,15783.67,,,,,,,12.0,0.0,1279.85,,,,,,,15.0,0.0,1052.65
1558549303,589.0,0.0,129851.85,315.0,0.0,120562.32,418.0,0.0,132467.13,542.0,0.0,225861.5,643.0,0.0,272493.48,746.0,0.0,308939.54,849.0,0.0,318120.32
1558624874,,,,,,,,,,,,,,,,17.0,0.0,1682.49,49.0,0.0,4330.56
1568403970,668.0,0.0,386790.96,651.0,0.0,360107.9,596.0,0.0,333832.82,549.0,0.0,345017.97,497.0,0.0,299576.71,453.0,0.0,238318.6,207.0,0.0,25634.22
1568407377,1433.0,,,1396.0,,,1431.0,0.0,383653.49,1568.0,,,1486.0,0.0,361764.2,1223.0,,,1049.0,0.0,230983.31
1568420008,1384.0,10340.28,224553.28,1449.0,28296.03,231580.59,1462.0,73633.67,241674.87,1493.0,90480.35,234837.27,1562.0,120086.64,241076.53,2073.0,199171.79,325966.96,2184.0,271057.5,346249.48
1568448108,95.0,0.0,37168.09,81.0,0.0,28632.33,74.0,0.0,27962.64,59.0,0.0,19035.63,41.0,0.0,15713.73,38.0,0.0,12137.93,31.0,0.0,10222.44
1568453454,787.0,0.0,231997.36,751.0,0.0,209262.36,728.0,0.0,218062.18,677.0,0.0,206249.82,676.0,0.0,206318.86,645.0,0.0,193062.14,661.0,0.0,196420.0
1568466381,691.0,0.0,292799.46,481.0,0.0,175138.79,433.0,0.0,149214.77,437.0,0.0,147035.24,430.0,0.0,150409.88,401.0,0.0,100487.8,359.0,0.0,86220.09
1568468106,,,,,,,,,,,,,,,,399.0,0.0,93158.83,363.0,0.0,59043.19
1568478402,476.0,27379.3,461788.43,517.0,21220.06,488520.1,422.0,22565.73,381516.71,437.0,23198.31,393320.42,408.0,22410.08,360946.97,457.0,30960.23,387555.06,479.0,29337.31,394575.58
1568483964,573.0,0.0,118830.83,635.0,0.0,129917.59,703.0,0.0,141422.45,698.0,,,514.0,0.0,80534.19,593.0,0.0,117689.79,558.0,,
1568518637,969.0,,,1005.0,,,1038.0,0.0,269685.56,1001.0,0.0,253686.2,1068.0,0.0,261458.14,1083.0,0.0,248300.79,1031.0,9090.93,268772.56
1568523751,522.0,0.0,226405.79,538.0,0.0,223500.65,556.0,0.0,209651.47,563.0,0.0,218302.52,540.0,0.0,193943.67,549.0,0.0,203259.78,567.0,0.0,219915.6
1568531705,203.0,0.0,44343.82,202.0,0.0,44263.58,122.0,0.0,16423.62,,,,,,,,,,,,
1568540417,566.0,0.0,51066.67,422.0,0.0,37001.87,35.0,0.0,2508.53,,,,,,,,,,,,
1568543049,1404.0,0.0,339441.8,1407.0,0.0,346579.95,1419.0,0.0,334023.31,1584.0,0.0,345522.97,1653.0,0.0,350270.61,1576.0,0.0,275318.11,1599.0,,
1568553428,578.0,0.0,142678.58,544.0,0.0,135676.57,514.0,0.0,124342.04,465.0,0.0,92145.7,431.0,0.0,75738.72,383.0,0.0,60732.22,329.0,0.0,55099.1
1568568616,345.0,0.0,40030.93,255.0,0.0,27276.67,229.0,0.0,24800.37,125.0,0.0,13290.27,,,,,,,,,
1568570364,239.0,,,214.0,,,207.0,,,205.0,,,204.0,,,162.0,,,142.0,,
1568577567,211.0,0.0,35761.2,192.0,0.0,27957.96,189.0,0.0,26080.21,172.0,,,157.0,0.0,21754.89,158.0,0.0,19469.93,157.0,,
1568636462,,,,125.0,,,,,,,,,,,,,,,,,
1568637361,426.0,0.0,113811.45,442.0,0.0,98648.59,408.0,0.0,103538.93,430.0,0.0,111904.71,466.0,0.0,111760.63,476.0,0.0,134207.62,477.0,0.0,126545.45
1568646776,421.0,65261.66,170256.29,477.0,401022.99,312730.18,576.0,355184.21,355217.23,579.0,608210.38,462776.77,624.0,1188792.54,517559.16,682.0,1734837.79,502954.05,727.0,2156715.11,517380.78
1568687374,62.0,0.0,13178.43,306.0,77658.16,104713.79,535.0,260264.15,245328.28,527.0,294113.95,245973.62,465.0,311815.39,208194.88,571.0,483420.1,252590.35,647.0,593003.12,289065.82
1568714079,,,,,,,,,,74.0,0.0,5795.45,133.0,0.0,29597.62,172.0,0.0,62236.23,,,
1568784098,,,,125.0,0.0,20042.43,172.0,18191.02,23390.51,436.0,89513.6,113360.63,623.0,488947.67,323015.99,1002.0,1299367.68,500911.65,1144.0,1769494.62,519028.47
1568805471,,,,,,,,,,,,,,,,,,,32.0,0.0,1935.3
1568881555,,,,,,,,,,,,,,,,,,,81.0,0.0,5304.02
1568882751,,,,,,,,,,,,,,,,,,,96.0,0.0,25537.82
1578506960,954.0,,,967.0,,,948.0,,,1059.0,1942.87,289779.47,1029.0,1966.83,321630.07,936.0,,,914.0,,
1578513248,,,,199.0,0.0,98827.05,213.0,0.0,99167.0,241.0,0.0,105405.46,220.0,0.0,97979.62,287.0,0.0,123121.88,269.0,0.0,125030.37
1578523593,33.0,0.0,6932.42,33.0,0.0,6485.91,42.0,0.0,7017.77,97.0,0.0,25428.31,139.0,0.0,33683.06,139.0,0.0,40986.53,204.0,0.0,83741.4
1578526521,408.0,0.0,168465.93,451.0,0.0,189405.97,477.0,0.0,186909.77,435.0,0.0,183630.48,502.0,0.0,144547.22,516.0,0.0,141020.2,569.0,0.0,174432.19
1578536462,313.0,,,350.0,,,382.0,,,417.0,,,410.0,0.0,175102.05,459.0,0.0,178256.78,509.0,,
1578538567,,,,234.0,0.0,66193.8,360.0,0.0,83427.65,,,,,,,,,,,,
1578541900,2121.0,31524.43,781320.47,2235.0,82072.92,748531.48,2326.0,374637.81,832883.11,2018.0,377385.13,698942.8,1623.0,490154.69,620771.59,1296.0,530907.49,541810.72,1131.0,526115.66,567484.53
1578544136,568.0,0.0,114707.03,607.0,0.0,133156.31,571.0,0.0,113063.7,626.0,0.0,137063.03,645.0,0.0,130506.68,642.0,0.0,134655.33,649.0,0.0,134790.0
1578544144,1602.0,,,1591.0,0.0,418186.11,1514.0,,,1527.0,,,1459.0,,,1506.0,,,1518.0,0.0,351647.09
1578558771,,,,,,,,,,112.0,15647.12,21235.46,126.0,0.0,14339.63,164.0,0.0,15541.7,154.0,0.0,25368.51
1578566030,420.0,7470.2,203960.11,461.0,9054.11,250377.01,538.0,11607.7,284255.71,499.0,16767.12,311198.49,498.0,17739.1,325882.8,570.0,29642.69,332000.76,585.0,20786.35,315388.96
1578570529,26.0,0.0,4399.62,45.0,0.0,8809.13,43.0,0.0,4832.36,,,,,,,,,,,,
1578577102,1461.0,28.5,691667.31,1345.0,,,1303.0,0.0,619796.68,1461.0,0.0,598468.91,1446.0,0.0,614973.79,1267.0,0.0,455492.16,1346.0,0.0,488881.89
1578581187,1108.0,0.0,480567.56,979.0,0.0,367205.31,884.0,0.0,282372.58,846.0,0.0,256874.23,863.0,0.0,281365.37,783.0,0.0,211313.43,732.0,0.0,210673.12
1578584231,281.0,,,274.0,,,240.0,0.0,27932.6,216.0,0.0,25670.95,182.0,0.0,21759.94,209.0,0.0,26727.39,185.0,0.0,23883.07
1578585493,874.0,0.0,99677.19,926.0,0.0,106135.54,957.0,0.0,111209.21,915.0,0.0,98580.06,952.0,0.0,100793.53,893.0,0.0,90200.16,876.0,,
1578591921,61.0,0.0,34812.53,60.0,0.0,27946.87,,,,,,,,,,,,,,,
1578597878,651.0,632964.91,395248.18,688.0,792475.47,394052.04,692.0,892978.46,399771.56,704.0,991881.1,393085.91,785.0,1268495.4,420340.17,821.0,1298678.63,398754.87,809.0,1339612.12,512996.47
1578616520,272.0,66673.47,125839.06,30.0,,,85.0,68859.81,49597.68,134.0,115041.97,80621.25,170.0,182664.43,104061.24,200.0,175673.91,98278.56,227.0,219757.73,132702.03
1578625810,889.0,0.0,347744.81,964.0,0.0,355733.97,1327.0,,,1132.0,,,1115.0,0.0,433851.79,1139.0,0.0,418456.65,1145.0,0.0,415569.26
1578650990,140.0,0.0,65261.54,135.0,0.0,62885.05,118.0,0.0,45861.47,131.0,0.0,50226.51,133.0,0.0,64030.12,134.0,0.0,54613.03,124.0,0.0,52088.89
1578651584,677.0,0.0,145682.94,728.0,0.0,174030.46,810.0,0.0,203374.54,817.0,0.0,204494.22,761.0,,,535.0,,,521.0,,
1578652764,672.0,0.0,164529.86,702.0,0.0,156331.36,764.0,0.0,187322.16,693.0,0.0,174362.63,700.0,0.0,166753.84,903.0,0.0,187847.38,935.0,0.0,199667.22
1578659405,1122.0,0.0,564911.45,1251.0,0.0,513385.55,1316.0,0.0,554918.85,1346.0,0.0,575611.85,1532.0,0.0,600988.26,1316.0,0.0,519904.47,1192.0,,
1578676300,161.0,,,196.0,,,156.0,,,129.0,,,339.0,,,434.0,,,240.0,,
1578711628,16.0,0.0,1583.35,,,,,,,,,,,,,,,,,,
1578729851,,,,,,,,,,248.0,60121.09,96215.17,143.0,34130.97,36679.01,13.0,,,12.0,,
1578739645,45.0,0.0,14480.83,51.0,0.0,11842.56,49.0,0.0,11121.6,46.0,0.0,11289.39,53.0,0.0,13743.13,55.0,0.0,10609.83,62.0,0.0,17262.88
1578749685,480.0,0.0,156038.8,451.0,0.0,143843.15,459.0,0.0,159755.75,413.0,0.0,129364.03,396.0,0.0,96728.18,366.0,0.0,91444.03,202.0,0.0,21528.05
1578750261,,,,,,,,,,,,,22.0,,,17.0,,,22.0,,
1578761755,43.0,0.0,9122.61,50.0,0.0,6276.39,64.0,0.0,12663.98,53.0,0.0,8254.46,54.0,0.0,9302.68,80.0,0.0,13874.41,67.0,0.0,12052.17
1578774899,87.0,11701.08,45782.0,52.0,3742.32,17074.74,11.0,,,351.0,5462.78,182960.31,386.0,20061.87,197116.54,472.0,56331.61,226755.5,469.0,77712.01,227412.25
1578774956,422.0,148350.71,211318.68,354.0,100130.82,139155.36,296.0,57985.13,117049.45,,,,,,,,,,,,
1578799037,13.0,0.0,2299.1,239.0,0.0,57817.53,454.0,0.0,130198.76,428.0,0.0,128296.05,401.0,0.0,113348.45,630.0,,,768.0,0.0,277732.85
1578833802,,,,,,,,,,,,,61.0,,,125.0,,,343.0,,
1578852307,,,,,,,,,,,,,76.0,0.0,16315.43,149.0,,,169.0,0.0,43424.48
1578856431,,,,,,,,,,38.0,0.0,3097.15,490.0,0.0,127381.06,,,,,,
1578900205,,,,,,,,,,,,,,,,159.0,0.0,22189.1,194.0,,
1578981395,,,,,,,,,,,,,,,,,,,189.0,0.0,17746.37
1588624852,,,,,,,,,,,,,,,,,,,340.0,,
1588636765,372.0,0.0,74753.44,370.0,0.0,74562.05,496.0,0.0,79404.06,411.0,0.0,74360.2,212.0,0.0,24825.19,78.0,0.0,8888.08,,,
1588664817,54.0,0.0,13298.98,32.0,0.0,6113.21,25.0,0.0,3275.73,33.0,0.0,3988.11,28.0,0.0,3897.54,24.0,0.0,3614.09,32.0,0.0,4318.13
1588665939,575.0,461067.73,250200.74,550.0,630760.52,212227.88,736.0,496887.39,241269.37,69.0,310665.01,60078.03,59.0,311671.22,47974.5,50.0,283438.67,44494.44,46.0,278336.24,38828.4
1588678791,806.0,,,819.0,,,1302.0,,,1786.0,,,1163.0,,,1264.0,7186.35,659476.45,1339.0,,
1588678841,2749.0,0.0,360357.72,2914.0,0.0,476670.71,2388.0,0.0,360178.49,2311.0,0.0,304599.22,2225.0,0.0,293211.62,1583.0,0.0,192224.53,,,
1588678957,193.0,0.0,30980.51,181.0,0.0,31182.69,163.0,0.0,33709.92,166.0,0.0,31838.39,156.0,0.0,28753.33,155.0,0.0,26168.42,117.0,0.0,24045.48
1588687867,320.0,0.0,93342.58,329.0,,,324.0,,,356.0,0.0,97021.46,361.0,0.0,94898.99,388.0,,,398.0,,
1588688444,1347.0,0.0,728293.57,1415.0,,,1531.0,,,1475.0,0.0,537674.89,1395.0,,,1542.0,,,1534.0,,
1588699656,432.0,70118.96,212021.73,396.0,108055.97,185849.66,344.0,81807.77,135596.69,300.0,66948.68,99042.6,157.0,,,,,,,,
1588713036,213.0,0.0,38438.9,308.0,0.0,52130.58,274.0,0.0,54362.91,274.0,0.0,50182.69,,,,,,,,,
1588723159,,,,,,,,,,11.0,0.0,1217.92,48.0,,,,,,23.0,0.0,1762.95
1588724108,504.0,124123.74,597708.97,269.0,55400.94,138475.2,588.0,342940.79,416742.96,720.0,581289.19,631934.86,882.0,772837.96,913792.57,909.0,1111238.31,902068.51,913.0,1380286.26,1032245.63
1588750061,366.0,0.0,73725.66,338.0,0.0,82309.99,339.0,0.0,67641.59,309.0,0.0,67542.27,280.0,0.0,54633.31,257.0,0.0,45399.85,243.0,0.0,43517.3
1588753909,805.0,,,634.0,,,638.0,,,658.0,,,660.0,0.0,289479.66,575.0,0.0,210278.77,506.0,0.0,217881.98
1588762769,674.0,4360.47,713461.08,572.0,4662.68,621788.15,507.0,,,539.0,4373.13,495288.01,488.0,4458.35,500373.89,483.0,3855.14,520356.52,425.0,3685.92,413019.92
1588788830,420.0,0.0,123541.2,494.0,432513.8,219399.37,,,,,,,,,,,,,,,
1588807283,,,,17.0,0.0,1466.53,19.0,0.0,1888.82,,,,11.0,0.0,731.14,14.0,0.0,1244.37,,,
1588811509,,,,,,,,,,11.0,,,15.0,,,14.0,,,19.0,,
1588824494,325.0,,,734.0,5196.2,304297.21,875.0,32231.16,395904.0,1014.0,65532.32,436548.54,996.0,84119.89,389002.52,1171.0,257082.18,418460.96,1372.0,216146.85,475913.79
1588825129,,,,,,,,,,,,,,,,,,,427.0,0.0,100025.29
1588850713,,,,,,,,,,,,,,,,16.0,,,16.0,,
1588860829,723.0,506921.74,260242.21,1204.0,1595500.07,616490.72,1414.0,1922016.32,709216.66,1449.0,1869719.91,637979.47,1410.0,1753679.8,610513.66,1978.0,2214915.46,746969.84,1981.0,2517686.77,778260.3
1588869143,52.0,,,246.0,,,233.0,,,,,,,,,,,,,,
1588876676,717.0,0.0,147668.51,619.0,0.0,155131.0,760.0,0.0,208791.36,805.0,0.0,258047.58,848.0,0.0,257271.22,800.0,0.0,282922.33,836.0,0.0,288995.71
1588924849,,,,,,,,,,,,,,,,,,,29.0,,
1598007676,,,,,,,,,,,,,,,,,,,62.0,0.0,7244.23
1598024077,,,,,,,,,,,,,78.0,0.0,6184.11,112.0,0.0,8617.87,20.0,0.0,9195.42
1598182453,,,,,,,,,,,,,,,,,,,123.0,,
1598709313,714.0,0.0,211531.63,764.0,0.0,197820.06,773.0,0.0,196668.39,763.0,0.0,192093.39,720.0,0.0,185297.63,658.0,0.0,153003.52,604.0,0.0,130397.41
1598721540,651.0,0.0,188647.47,666.0,,,716.0,0.0,222059.66,787.0,0.0,228038.23,1090.0,,,1121.0,,,1037.0,,
1598729501,1480.0,,,1303.0,,,1135.0,36.1,315208.14,954.0,,,821.0,,,792.0,172.47,138085.33,760.0,218.9,135565.61
1598751638,699.0,0.0,168719.38,709.0,0.0,158278.55,787.0,0.0,171217.99,857.0,0.0,180892.98,847.0,0.0,194056.5,868.0,0.0,196706.01,935.0,0.0,219309.18
1598780322,169.0,0.0,26467.27,188.0,0.0,28732.75,158.0,0.0,23359.32,160.0,0.0,24144.15,170.0,0.0,26037.26,168.0,0.0,27075.8,196.0,0.0,32074.48
1598781403,1196.0,0.0,350720.41,953.0,0.0,294553.99,1077.0,0.0,322343.7,1058.0,0.0,302075.86,1092.0,0.0,331798.98,1146.0,0.0,291398.58,1174.0,0.0,291223.31
1598784415,2053.0,0.0,123271.02,2335.0,0.0,136296.36,2590.0,0.0,158821.87,2306.0,0.0,109553.93,1743.0,0.0,58383.01,65.0,,,51.0,0.0,4923.96
1598790263,794.0,115116.08,515535.33,779.0,137259.38,440298.64,682.0,171554.07,432873.59,618.0,206009.79,382955.69,701.0,243364.4,402401.19,684.0,344936.62,352750.66,649.0,376131.11,324313.78
1598795056,834.0,0.0,197110.18,823.0,0.0,205313.36,793.0,0.0,189787.92,797.0,0.0,193213.41,742.0,0.0,152369.84,698.0,0.0,132160.6,735.0,0.0,135300.47
1598800062,665.0,,,641.0,,,632.0,,,650.0,0.0,156286.01,633.0,,,604.0,,,671.0,,
1598803066,392.0,0.0,106970.75,411.0,0.0,118569.71,448.0,0.0,155979.78,453.0,0.0,122215.78,495.0,0.0,139543.88,542.0,0.0,143588.22,586.0,0.0,190573.23
1598843963,178.0,0.0,31744.91,424.0,0.0,94448.96,381.0,0.0,70648.79,368.0,0.0,69124.69,365.0,0.0,65787.36,364.0,0.0,69713.47,351.0,0.0,69378.29
1598849846,773.0,0.0,294544.44,729.0,0.0,299902.33,634.0,0.0,232571.81,717.0,0.0,290294.21,561.0,0.0,198016.53,1094.0,0.0,326482.97,962.0,0.0,285420.54
1598857898,,,,,,,,,,,,,13.0,0.0,6637.67,19.0,0.0,3882.78,16.0,0.0,2566.98
1598878027,714.0,0.0,269881.64,627.0,0.0,231545.54,575.0,0.0,215764.63,609.0,0.0,253358.46,614.0,0.0,261284.2,592.0,0.0,247615.12,586.0,0.0,222972.67
1598886533,232.0,0.0,43691.56,,,,,,,,,,,,,,,,,,
1598907883,,,,156.0,0.0,24989.86,357.0,0.0,111307.58,390.0,0.0,101583.28,327.0,0.0,49230.15,17.0,0.0,4551.52,14.0,0.0,3436.71
1598912859,,,,,,,,,,199.0,0.0,66238.1,292.0,0.0,91338.31,237.0,0.0,83185.73,215.0,0.0,65843.34
1598936395,37.0,0.0,113624.28,41.0,0.0,89637.26,34.0,0.0,84098.82,36.0,0.0,95487.4,39.0,0.0,78403.09,33.0,0.0,95936.05,39.0,0.0,97369.45
1609135623,,,,,,,,,,,,,,,,398.0,0.0,45226.12,796.0,16307.13,167172.16
1609168681,,,,,,,,,,126.0,0.0,15239.14,94.0,0.0,10271.91,,,,,,
1609171982,,,,,,,72.0,0.0,13080.23,114.0,,,362.0,,,1138.0,70030.38,515301.4,1127.0,134109.26,445855.07
1609189893,,,,,,,,,,332.0,0.0,39105.77,371.0,0.0,44643.58,,,,,,
1609296466,,,,,,,,,,,,,,,,,,,68.0,0.0,5462.87
1609801422,2882.0,,,3114.0,,,3123.0,,,3210.0,,,3237.0,,,3229.0,0.0,968179.37,3234.0,0.0,1003002.08
1609844604,1440.0,1751270.14,885649.12,1537.0,2186925.05,605193.77,1485.0,2150207.01,613857.05,1420.0,1973821.55,555745.23,1627.0,2343845.13,636856.75,1340.0,2275653.52,564722.52,,,
1609844687,1083.0,1051464.98,848585.93,1080.0,1492640.73,574878.68,1044.0,1565542.81,517838.04,1098.0,1587588.07,534051.38,1159.0,1691757.91,583003.58,1107.0,1673703.39,571867.18,1184.0,1118165.79,619672.36
1609848969,747.0,195347.38,1029726.32,841.0,247238.98,1207795.65,906.0,137753.17,1023671.62,830.0,129754.47,742469.28,828.0,114691.38,588536.04,1139.0,771250.79,777972.51,1266.0,2646174.19,1205707.21
1609850452,715.0,0.0,243984.22,799.0,,,788.0,0.0,258654.84,768.0,,,739.0,,,807.0,,,827.0,,
1609856426,,,,,,,,,,,,,,,,66.0,0.0,7983.57,122.0,0.0,14353.89
1609867506,525.0,,,479.0,0.0,128761.7,537.0,0.0,127745.67,492.0,0.0,118844.39,495.0,0.0,122984.36,451.0,0.0,108091.85,417.0,0.0,101053.16
1609878834,1469.0,0.0,519168.72,1543.0,0.0,502075.36,1618.0,0.0,512026.97,1519.0,0.0,455970.22,1595.0,0.0,447004.46,1652.0,0.0,447673.52,1698.0,0.0,443401.15
1609879105,862.0,1441837.08,870190.22,894.0,1873349.4,639749.05,911.0,1938588.54,584490.18,839.0,2182582.57,531094.12,847.0,2302990.08,546763.22,869.0,2446930.53,517714.86,862.0,2709735.85,525680.71
1609883024,978.0,0.0,352735.01,972.0,0.0,331389.03,870.0,0.0,299574.86,872.0,0.0,313888.4,807.0,0.0,288049.17,712.0,0.0,249160.29,678.0,0.0,243926.48
1609890797,456.0,0.0,206174.96,503.0,,,470.0,0.0,220687.1,426.0,0.0,173605.21,527.0,0.0,241435.25,555.0,0.0,243176.97,506.0,0.0,170421.0
1609893338,826.0,0.0,184920.31,997.0,0.0,210731.72,657.0,0.0,167542.31,707.0,0.0,159698.14,748.0,0.0,120338.67,990.0,0.0,147859.03,1038.0,,
1609903020,400.0,0.0,109739.29,396.0,0.0,128329.33,441.0,0.0,101032.45,373.0,0.0,85454.06,410.0,0.0,97539.86,402.0,0.0,85889.54,395.0,0.0,109314.23
1609910033,,,,,,,,,,,,,83.0,0.0,16335.97,41.0,0.0,4792.17,,,
1609928837,14.0,0.0,2020.64,19.0,0.0,1974.74,,,,14.0,0.0,825.79,15.0,0.0,1095.03,18.0,0.0,1149.96,21.0,0.0,2067.95
1609935113,2744.0,0.0,1251680.54,2754.0,0.0,1289669.01,2675.0,0.0,1212169.14,2192.0,0.0,1017078.47,1993.0,0.0,849239.14,2111.0,0.0,819467.53,2069.0,0.0,794533.38
1609939099,306.0,,,266.0,0.0,74990.78,247.0,,,264.0,0.0,66714.73,212.0,,,214.0,0.0,42155.8,228.0,,
1609954098,169.0,0.0,66600.91,170.0,0.0,51213.69,155.0,0.0,52512.25,136.0,0.0,43753.41,149.0,0.0,42917.13,140.0,0.0,39296.21,96.0,0.0,28933.92
1619016052,270.0,0.0,41835.89,276.0,,,412.0,,,547.0,,,639.0,0.0,233377.76,716.0,0.0,264197.91,788.0,0.0,302218.44
1619140886,70.0,0.0,8934.12,113.0,0.0,12851.76,,,,,,,12.0,0.0,1411.28,13.0,0.0,1439.93,17.0,0.0,1504.38
1619155991,133.0,0.0,44990.22,154.0,,,199.0,,,185.0,,,227.0,,,286.0,,,346.0,,
1619171428,661.0,0.0,175257.01,530.0,0.0,134210.59,469.0,0.0,112555.7,439.0,0.0,95396.8,406.0,0.0,112110.32,346.0,0.0,94404.61,337.0,0.0,90590.83
1619263233,,,,,,,,,,186.0,0.0,39302.76,420.0,0.0,162240.59,452.0,0.0,138637.24,445.0,0.0,153376.71
1619264645,,,,,,,,,,,,,120.0,0.0,99944.97,243.0,0.0,235512.13,354.0,,
1619901238,272.0,0.0,41467.88,433.0,,,468.0,0.0,99560.59,453.0,,,367.0,,,326.0,,,,,
1619924933,225.0,0.0,61404.93,234.0,0.0,81752.37,274.0,0.0,95294.97,282.0,0.0,74795.35,291.0,0.0,90451.46,346.0,0.0,99232.03,409.0,0.0,110850.52
1619942992,141.0,0.0,18136.07,141.0,0.0,19473.74,160.0,0.0,21069.57,121.0,0.0,16752.18,128.0,0.0,16320.48,119.0,0.0,15546.7,92.0,0.0,13853.49
